unnamed_0,dbn,district,school_name,school,principal,progress_report_type,school_type,peerindex,overallgrade,overallscore2012,overallpercentile2012,progressscore2012,progressgrade2012,performancescore2012,performancegrade2012,environmentscore2012,environmentgrade2012,additionalcredit2012,201011_progress_report_grade,200910_progress_report_grade,parentresponserate,teacherresponserate,studentresponserate,safetyscore,communicationscore,engagementscore,expectationsscore
1405,09X263,9,Validus Preparatory Academy: An Expeditionary Lear,Validus Preparatory Academy: An Expeditionary Learning School,Javier Fortiche Ocampo,HS,High School,1.99,B,58,29.9,27.7,C,12.3,B,9.1,B,4.6,C,A,0.34,0.88,0.75,7.6,7,7.4,7.8
1406,09X276,9,Leadership Institute,Leadership Institute,Marta Colon,HS,High School,1.5,D,46,7.6,22.6,D,9.5,C,6.5,D,2.8,C,D,0.49,0.78,0.86,7.1,6.4,6.9,7.1
1407,09X297,9,Morris Academy For Collaborative Studies,Morris Academy for Collaborative Studies,Charles Osewalt,HS,High School,1.58,B,69.4,64.1,36.1,B,14,A,8.6,C,6.9,B,A,0.35,0.89,0.78,7.3,7,7.1,7.6
1408,09X329,9,Dreamyard Preparatory School,DreamYard Preparatory School,Alicia Wargo,HS,High School,1.6,B,58.4,30.7,29.2,C,10.8,C,8.8,B,4.2,D,D,0.2,0.86,0.72,7.4,6.7,7.4,7.7
1409,09X365,9,Academy For Language And Technology,Academy for Language and Technology,Arisleyda Urena,HS,High School,2.31,A,77.8,84.5,47.9,A,13.4,B,10.3,B,3.6,A,,0.85,0.96,0.93,8,7.1,7.5,8
1410,09X403,9,Bronx International High School,Bronx International High School,Joaquin Vega,HS,High School,1.83,A,74.2,76.6,42.1,A,11.8,B,9.4,B,6.6,A,A,0.49,0.89,0.94,7.5,7,7.4,8
1411,09X404,9,School For Excellence,School for Excellence,Carmen Bardeguez Brown,HS,High School,1.34,A,71.7,70.6,41.6,A,12.2,B,7.7,C,6.4,B,B,0.82,0.77,0.83,7.7,6.9,7.1,7.4
1412,09X412,9,Bronx High School Of Business,Bronx High School of Business,Enrique Lizardi,HS,High School,1.37,C,55.1,23.5,31.4,C,7.8,F,7.2,C,3.9,C,C,0.27,0.82,0.83,6.6,6.4,6.6,6.9
1413,09X414,9,Jonathan Levin High School For Media And Communica,Jonathan Levin High School for Media and Communications,Nasib Hoxha,HS,High School,1.35,D,40.3,3.4,21.7,F,5.6,F,7.8,C,1.9,C,C,0.12,0.87,0.78,6.6,6.6,6.7,7.1
1414,09X525,9,Bronx Leadership Academy High School,Bronx Leadership Academy High School,"Kenneth Gaskins,jr.",HS,High School,1.73,B,62.6,42.5,27.3,C,13.7,B,10.1,B,4.5,B,B,0.16,0.63,0.8,7.3,6.9,7.5,7.7
1415,09X543,9,High School For Violin And Dance,High School for Violin and Dance,Franklin Sim,HS,High School,1.73,B,64.4,47.9,24.4,D,17.2,A,6.3,D,8.6,A,A,0.42,1,0.63,6.9,6.6,6.9,7.3
1416,10X213,10,Bronx Engineering And Technology Academy,Bronx Engineering and Technology Academy,Karalyne Sperling,HS,High School,1.73,B,66.6,55.7,28.4,C,14.9,A,7.4,C,8.6,C,A,0.26,0.68,0.88,6.9,6.5,7,7.4
1417,10X237,10,"The Marie Curie School For Medicine, Nursing, And","The Marie Curie School for Medicine, Nursing, and Health Professions",Rodney Fisher,HS,High School,2.17,C,55.8,24.3,27,C,14.1,A,6.7,D,2.7,B,A,0.3,0.39,0.87,7.1,6.5,6.3,7.1
1418,10X268,10,Kingsbridge International High School,Kingsbridge International High School,Ronald Newlon,HS,High School,1.84,B,60,37,34.7,B,6.1,F,10.8,A,4.6,B,B,0.58,0.96,0.85,7.7,7.1,7.6,8
1419,10X284,10,Bronx School Of Law And Finance,Bronx School of Law and Finance,Evan Schwartz,HS,High School,1.97,B,59.6,34.5,32.2,B,12,B,7.1,C,4,B,B,0.22,0.7,0.82,7.2,6.7,6.9,7.1
1420,10X374,10,Knowledge And Power Preparatory Academy Internatio,Knowledge and Power Preparatory Academy International High School (Kappa),Panorea Panagiosoulis,HS,High School,2.36,B,63.2,44.4,32.6,B,11.7,B,9.3,B,3.4,A,,0.72,0.96,0.91,8,7,7.4,8
1421,10X397,10,English Language Learners And International Suppor,English Language Learners and International Support Preparatory Academy (ELLIS),Norma Vega,HS,High School,1.39,C,49.8,14.1,19.8,F,5.1,F,10.1,B,10.1,,,0.22,0.48,0.52,7.6,7.2,7.6,8.1
1422,10X433,10,High School For Teaching And The Professions,High School for Teaching and the Professions,Gary Prince,HS,High School,1.65,B,64.8,48.3,34.6,B,10.9,C,9.5,B,4.6,B,A,0.25,0.88,0.78,7.3,7.1,7.4,7.7
1423,10X434,10,Belmont Preparatory High School,Belmont Preparatory High School,Stephen Joseph Gumbs,HS,High School,1.87,B,64,46.3,33.1,B,12.1,B,7.4,C,5.6,A,A,0.28,0.73,0.52,7.2,6.3,6.7,7.2
1424,10X437,10,Fordham High School For The Arts,Fordham High School for the Arts,Iris Blige,HS,High School,1.74,A,73.9,75.8,33.5,B,15.7,A,12.8,A,6.3,A,A,0.3,0.64,0.69,7.7,7.2,7.6,7.8
1425,10X438,10,Fordham Leadership Academy For Business And Techno,Fordham Leadership Academy for Business and Technology,Mary Ann Tucker,HS,High School,1.6,F,39.6,2.8,16.3,F,8,D,5.9,F,3.7,D,C,0.23,0.72,0.83,6.4,6.2,6.4,6.8
1426,10X439,10,Bronx High School For Law And Community Service,Bronx High School for Law and Community Service,Michael Barakat,HS,High School,1.65,C,51.5,15.8,22.9,D,10,C,7.8,C,5.7,B,D,0.27,1,0.75,7.1,6.6,6.9,7.4
1427,10X440,10,Dewitt Clinton High School,DeWitt Clinton High School,Geraldine Ambrosio,HS,High School,1.94,F,37.2,2,17.4,F,7.1,F,3.9,F,2.8,F,C,0.17,0.88,0.58,6.2,6.3,6.7,7.2
1428,10X442,10,"Celia Cruz Bronx High School Of Music, The","Celia Cruz Bronx High School of Music, The","William Rodriguez, Ed.D.",HS,High School,2.66,B,65.1,49.3,32.4,B,13.3,B,7.8,C,4.9,C,B,0.35,0.97,0.81,7.1,6.1,6.6,6.8
1429,10X445,10,Bronx High School Of Science,Bronx High School of Science,Valerie Reidy,HS,High School,3.89,A,81,91.6,43.5,A,18.4,A,9.1,B,0,A,A,0.41,0.75,0.97,7.5,6.8,7,7.6
1430,10X475,10,John F. Kennedy High School,John F. Kennedy High School,Lisa Luft,HS,High School,1.49,,,,,,,,,,,,D,0.16,0.81,0.7,6.1,5.9,6.3,6.3
1431,10X477,10,Marble Hill High School For International Studies,Marble Hill High School for International Studies,Kirsten Larson,HS,High School,2.56,A,90.9,97.8,47.8,A,17.8,A,11,A,6.9,A,A,0.57,0.97,0.89,7.9,6.9,7.3,7.9
1432,10X524,10,Crotona International High School,Crotona International High School,Jesseca Long,HS,High School,1.95,,,,,,,,,,,,,0.56,0.88,0.99,8,7.6,7.7,8.2
1433,10X546,10,Bronx Theatre High School,Bronx Theatre High School,Charles Gallo,HS,High School,2.05,B,68.6,62.3,34,B,13,B,12.6,A,4.7,C,C,0.89,0.97,0.91,8,7.6,8,8.4
1434,10X549,10,Discovery High School,Discovery High School,Rolando Rivera,HS,High School,1.67,A,76.6,82.8,41.2,A,12,B,10.9,A,5.2,A,A,0.05,0.7,0.58,7.7,7.1,7.1,7.8
1435,10X660,10,Grace Dodge Career And Technical Education High Sc,Grace Dodge Career and Technical Education High School,John Tornifolio,HS,High School,1.44,,,,,,,,,,,F,D,0.14,0.9,0.73,6,5.9,6.2,6.4
1436,10X696,10,High School Of American Studies At Lehman College,High School of American Studies at Lehman College,Mr. Alessandro Weiss,HS,High School,3.75,A,88.9,96.3,47.8,A,18,A,13.1,A,0.1,A,A,0.31,0.81,0.95,8.7,7.6,8.1,8.7
1437,11X253,11,Bronx High School For Writing And Communication Ar,Bronx High School for Writing and Communication Arts,Terri Lynn Grey,HS,High School,1.73,C,52.8,18.4,25.6,D,9.9,C,8.2,C,4,C,C,0.24,0.85,0.59,6.7,6.3,6.7,7
1438,11X265,11,Bronx Lab School,Bronx Lab School,Christophe Lagares,HS,High School,2.11,B,59.3,33.5,33.6,B,9.7,C,9.5,B,2.8,C,B,0.43,0.97,0.91,7.3,7,7.3,7.5
1439,11X275,11,High School Of Computers And Technology,High School of Computers and Technology,Bruce Abramowitz,HS,High School,1.92,A,90.6,97.5,44.7,A,17.8,A,11.1,A,9.2,A,A,0.43,0.82,0.87,7.8,7.3,7.6,8
1440,11X288,11,Collegiate Institute For Math And Science,Collegiate Institute for Math and Science,Shadia Alvarez,HS,High School,2.55,B,69.7,65.4,34.8,B,14.1,A,10.5,A,1.9,A,A,0.55,0.96,0.95,7.6,7.4,7.6,8.2
1441,11X290,11,Bronx Academy Of Health Careers,Bronx Academy of Health Careers,Marvia Lindsay,HS,High School,1.79,A,74.6,77.4,37.5,B,13.4,B,10.5,A,6.2,A,A,0.26,1,0.79,7,7,7.1,7.6
1442,11X299,11,Astor Collegiate Academy,Astor Collegiate Academy,Sandra Burgos,HS,High School,1.87,B,58.3,31,29.5,C,12.1,B,7.7,C,4.4,C,B,0.22,1,0.89,6.9,6.8,7,7.4
1443,11X415,11,Christopher Columbus High School,Christopher Columbus High School,Lisa Fuentes,HS,High School,1.24,,,,,,,,,,,,D,0.2,0.8,0.66,7.3,6.9,7.3,7.4
1444,11X418,11,Bronx High School For The Visual Arts,Bronx High School for the Visual Arts,G Jones,HS,High School,1.8,C,52.8,18.4,19.9,F,12.6,B,9.4,B,3.4,C,B,0.28,0.71,0.66,7.5,6.6,6.9,7.1
1445,11X455,11,Harry S Truman High School,Harry S Truman High School,Sana Nasser,HS,High School,1.33,A,71,69.3,32.5,B,15.1,A,8.6,C,7.5,B,B,0.05,0.53,0.42,6.9,6.3,6.8,7.2
1446,11X508,11,Bronxdale High School,Bronxdale High School,John Chase Jr,HS,High School,2.04,,,,,,,,,,,,,0.25,0.67,0.66,6.6,6.7,6.6,6.9
1447,11X509,11,High School For Language And Innovation,High School for Language and Innovation,Julie Nariman,HS,High School,2.08,,,,,,,,,,,,,0.96,1,1,8.7,7.8,8,8.2
1448,11X513,11,New World High School,New World High School,Fausto Salazar,HS,High School,2.16,A,85.1,94.7,42.6,A,14.6,A,11.6,A,9,B,A,0.29,0.58,0.93,7.8,6.9,7.3,8
1449,11X514,11,The Bronxwood Preparatory Academy,The Bronxwood Preparatory Academy,Janet Gallardo,HS,High School,1.57,C,55,23.2,30.5,C,7.2,F,10.2,B,3.8,C,B,0.25,0.88,0.7,7.4,6.9,7.1,7.5
1450,11X541,11,Global Enterprise High School,Global Enterprise High School,Sandra Maldonado,HS,High School,1.66,,,,,,,,,,,,C,0.18,0.57,0.66,6.4,6.1,6.7,7
1451,11X542,11,Pelham Preparatory Academy,Pelham Preparatory Academy,Carlos Santiago,HS,High School,2.32,B,68.9,63.4,30.7,C,16.5,A,10.4,B,4.1,B,A,0.68,0.96,0.91,7.7,7.4,7.6,8.1
1452,11X544,11,High School For Contemporary Arts,High School for Contemporary Arts,Francisco Sanchez,HS,High School,1.68,B,69.7,64.7,34.3,B,15.4,A,9.3,B,5.8,A,A,0.8,0.58,0.6,7.4,6.7,7.3,7.4
1453,11X545,11,Bronx Aerospace High School,Bronx Aerospace High School,Barbara Kirkweg,HS,High School,1.55,A,78,85.9,36.8,B,16.9,A,7.5,C,8.6,,,0.31,0.86,0.82,6.5,6.3,6.5,6.9
1454,12X248,12,"Metropolitan High School, The","Metropolitan High School, The",Carla Theodorou,HS,High School,1.62,A,87.5,96.1,44.9,A,15.5,A,12.6,A,8.9,A,A,0.16,0.92,0.56,8.1,7.6,7.9,8.2
1455,12X251,12,Explorations Academy,Explorations Academy,Susana Hernandez,HS,High School,1.47,A,70.6,67.3,33.8,B,13.8,B,8.7,B,8.2,B,A,0.27,0.78,0.79,7.3,7,7.2,7.6
1456,12X262,12,Performance Conservatory High School,Performance Conservatory High School,Eulynis Matthias Fridie,HS,High School,1.19,,,,,,,,,,,,F,0.14,0.78,0.69,6.7,5.9,6.1,6.4
1457,12X278,12,Peace And Diversity Academy,Peace and Diversity Academy,Andrew Turay,HS,High School,1.51,D,44.2,5.7,20.7,F,7,F,10.2,B,2.3,C,C,0.91,0.84,0.95,8.3,7.3,8.4,8.2
1458,12X388,12,Pan American International High School At Monroe,Pan American International High School at Monroe,Bridgit Claire Bye,HS,High School,1.72,A,79,87,46.5,A,9.9,C,10.4,B,7.7,,,0.49,0.86,0.89,7.7,7.1,7.5,7.7
1459,12X478,12,The Cinema School,THE CINEMA SCHOOL,Rex Bobbish,HS,High School,2.79,,,,,,,,,,,,,0.22,0.93,0.93,8.8,8.1,8.5,8.9
1460,12X479,12,Bronx Career And College Preparatory High School,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,Kizhaya Roberts,HS,High School,1.37,,,,,,,,,,,,,0.48,1,0.83,6.7,6.2,6.5,6.8
1461,12X511,12,Bronx Envision Academy,Bronx Envision Academy,Emily Shu,HS,High School,1.74,,,,,,,,,,,,,0.49,1,0.94,7.6,7.7,7.7,8.2
1462,12X521,12,The Metropolitan Soundview High School,The Metropolitan Soundview High School,Michael Lanaghan,HS,High School,1.81,,,,,,,,,,,,,0.34,0.89,0.79,8,7.6,7.8,8.3
1463,12X550,12,High School Of World Cultures,High School of World Cultures,Ramon Namnun,HS,High School,1.99,B,59.2,32.8,24.5,D,13.1,B,9.6,B,7.9,B,A,1,1,0.92,7.9,6.5,7,7.1
1464,12X682,12,Fannie Lou Hamer Freedom High School,Fannie Lou Hamer Freedom High School,Nancy Mann,HS,High School,1.55,B,64.4,47.7,27.9,C,14.4,A,11.1,A,6.8,A,A,0.46,0.91,0.73,8.1,7.5,7.7,7.9
1465,12X684,12,Wings Academy,Wings Academy,Wayne Cox,HS,High School,1.71,C,52.7,17.8,25.4,D,9.8,C,8,C,4.5,C,B,0.59,0.77,0.82,7,6.5,7.1,7.4
1466,12X690,12,Monroe Academy For Business/Law,Monroe Academy for Business/Law,Charles Ogundimu,HS,High School,1.54,,,,,,,,,,,,C,0.36,1,0.81,6.6,5.9,5.9,6.6
1467,12X692,12,Monroe Academy For Visual Arts & Design,Monroe Academy for Visual Arts & Design,Richard J. Massel,HS,High School,1.53,C,57.1,27.9,33.2,B,8.8,D,6.6,D,5.6,B,A,0.09,0.84,0.79,7.3,6.6,7,7.4
1468,13K350,13,Urban Assembly High School Of Music And Art,Urban Assembly High School of Music and Art,Paul Thompson,HS,High School,1.7,B,58.6,31.1,28.5,C,12.8,B,7.8,C,4.6,D,B,0.13,0.69,0.5,7.2,6.7,6.9,7.3
1469,13K412,13,"Brooklyn Community High School Of Communication, A","Brooklyn Community High School of Communication, Arts and Media",James O'brien,HS,High School,1.93,B,58.1,29.1,31.9,B,9.6,C,7.4,C,5,C,C,0.14,0.94,0.84,7.2,7,7.2,7.4
1470,13K419,13,"Science Skills Center High School For Science, Tec","Science Skills Center High School for Science, Technology and the Creative Arts",Judy Henry,HS,High School,2.11,B,66.4,54,35.3,B,12.2,B,8,C,3.3,A,A,0.33,0.94,0.8,7,7,7,7.4
1471,13K430,13,Brooklyn Technical High School,Brooklyn Technical High School,Randy Asher,HS,High School,3.82,B,68.1,60.9,38.3,B,14.9,A,5.2,F,0.1,B,B,0.06,0.4,0.85,7.2,5.7,6.3,6.9
1472,13K439,13,Brooklyn International High School,Brooklyn International High School,Pamela Taranto,HS,High School,2.33,A,93.3,98.9,50.2,A,15.4,A,14.2,A,8.5,A,A,0.85,1,0.93,8.8,8.1,8.5,8.7
1473,13K483,13,The Urban Assembly School For Law And Justice,The Urban Assembly School for Law and Justice,Shannon Curran,HS,High School,2.43,A,76.4,82.3,39,A,16.4,A,10.6,A,3.3,B,A,0.38,0.79,0.89,7.7,7.3,7.4,7.9
1474,13K499,13,Acorn Community High School,ACORN Community High School,Andrea Piper,HS,High School,1.83,B,64.2,46.6,31.8,C,14.6,A,8.3,C,5.3,B,A,0.12,0.77,0.65,7.4,7.3,7.6,7.8
1475,13K509,13,Freedom Academy High School,Freedom Academy High School,Alyson Forde,HS,High School,1.69,F,37.9,2.3,13.6,F,10.7,C,4.1,F,3.1,F,B,0.24,0.87,0.73,6.5,6.4,6.5,6.8
1476,13K595,13,Bedford Academy High School,Bedford Academy High School,Adofo Muhammad,HS,High School,3.01,A,81.9,92.4,45.6,A,16.1,A,11.2,A,2.6,A,A,0.53,0.96,0.91,8.2,7.9,8,8.5
1477,13K605,13,George Westinghouse Career And Technical Education,George Westinghouse Career and Technical Education High School,Janine Kieran,HS,High School,1.99,C,49.9,14.1,26.9,C,8.9,D,5.6,F,4,D,D,0.41,0.95,0.75,6.3,6.2,6.4,6.6
1478,13K670,13,Benjamin Banneker Academy,Benjamin Banneker Academy,Deonca Renee,HS,High School,3.19,B,59.6,35.5,33,B,13.7,B,6.3,D,0.4,B,B,0.17,0.63,0.71,7.4,6.4,7.1,7.5
1479,13K674,13,"City Polytechnic High School Of Engineering, Archi","CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",Chris Aguirre,HS,High School,2.24,,,,,,,,,,,,,0.25,0.96,0.83,7.3,7.2,7.4,8
1480,14K322,14,Foundations Academy,Foundations Academy,Jimmy Molina,HS,High School,0.9,F,38.3,2.5,15.9,F,6.8,F,5.6,F,5.3,,,0.23,0.77,0.65,6.7,6.1,6.2,6.7
1481,14K449,14,"Brooklyn Latin School, The","Brooklyn Latin School, The",Jason Griffiths,HS,High School,3.63,B,69.8,65,34.9,B,14.5,A,11.8,A,0,B,B,0.29,0.83,0.98,8.5,7.6,7.8,8.6
1482,14K454,14,Green School: An Academy For Environmental Careers,Green School: An Academy for Environmental Careers,Cara Tait,HS,High School,1.82,B,61.6,40.7,28.7,C,12.2,B,6.5,D,8.3,B,C,0.23,1,0.58,6.9,6.9,6.9,7.3
1483,14K474,14,Progress High School For Professional Careers,PROGRESS High School for Professional Careers,William Jusino,HS,High School,2.05,B,62.5,42.1,31.5,C,13.1,B,9.2,B,4.5,C,B,0.24,0.75,0.41,7.6,7,7.5,7.8
1484,14K477,14,School For Legal Studies,School for Legal Studies,Monica Ortiz,HS,High School,2.12,C,47.3,9.3,18.1,F,9.6,C,7.4,C,4.8,D,D,0.22,0.76,0.52,7.5,6.7,7.2,7.5
1485,14K478,14,"The High School For Enterprise, Business And Techn","The High School for Enterprise, Business and Technology",Holger Carrillo,HS,High School,2.28,B,68.2,61.1,32.3,B,16.2,A,8.3,C,5,A,A,0.26,0.88,0.79,7.3,6.7,7,7.4
1486,14K488,14,Brooklyn Preparatory High School,Brooklyn Preparatory High School,Noah Lansner,HS,High School,2.13,A,70.7,67,35.3,B,16,A,8.9,B,5.2,B,A,0.27,1,0.8,7.4,6.7,7,7.5
1487,14K558,14,Williamsburg High School For Architecture And Desi,Williamsburg High School for Architecture and Design,Gill Cornell,HS,High School,2.14,A,93.4,99.2,49.4,A,17.5,A,12.8,A,7.3,A,A,0.69,1,0.95,8.1,7.5,7.8,8.2
1488,14K561,14,Williamsburg Preparatory School,Williamsburg Preparatory School,Michael Shadrick,HS,High School,2.35,A,82.7,93.5,41.8,A,17.8,A,10.9,A,5.6,A,A,0.3,0.93,0.82,8,7.6,7.8,8.3
1489,14K610,14,Automotive High School,Automotive High School,Caterina Lafergola,HS,High School,1.38,C,53.7,20.1,21.3,F,14.1,A,3.3,F,8.6,C,C,0.06,0.59,0.53,5.7,5.9,6.1,6.5
1490,14K632,14,Frances Perkins Academy,Frances Perkins Academy,"Santana, Jocelyn",HS,High School,1.44,A,81,91.6,43.6,A,13.5,B,9.9,B,10,,,0.13,0.89,0.66,7.1,6.8,7.3,7.4
1491,14K685,14,El Puente Academy For Peace And Justice,El Puente Academy for Peace and Justice,Wanda Vazquez,HS,High School,1.63,A,81.8,92.1,44.8,A,15.4,A,11.4,A,6.8,A,A,0.63,1,0.85,8.3,7.4,8,8.2
1492,15K519,15,Cobble Hill School Of American Studies,Cobble Hill School of American Studies,Annamaria Mule,HS,High School,1.7,B,60.2,38.6,30.8,C,11.9,B,7.4,C,5.1,B,B,0.33,0.98,0.62,7,6.7,7,7.3
1493,15K530,15,Metropolitan Corporate Academy High School,Metropolitan Corporate Academy High School,Lennel George,HS,High School,1.49,,,,,,,,,,,,C,0.22,1,0.56,7,6.8,7,7.2
1494,15K656,15,Brooklyn High School Of The Arts,Brooklyn High School of the Arts,Margaret Lacey Berman,HS,High School,2.65,C,54.3,21.8,30.4,C,11.7,B,5.2,F,2.3,B,C,0.17,0.88,0.87,6.9,5.9,6.2,6.7
1495,15K667,15,Sunset Park High School,SUNSET PARK HIGH SCHOOL,Corinne Vinal,HS,High School,1.97,,,,,,,,,,,,,0.34,0.96,0.81,7.6,7.2,7.6,7.9
1496,15K684,15,Millennium Brooklyn Hs,Millennium Brooklyn HS,Lisa Gioe,HS,High School,3.17,,,,,,,,,,,,,0.45,1,0.99,8.4,8.1,8.2,8.4
1497,16K455,16,Boys And Girls High School,Boys and Girls High School,Bernard Gassaway,HS,High School,1.44,F,33.4,1.1,15.9,F,5.9,F,6.2,D,3,F,C,0.15,0.46,0.18,6.8,7.1,7.2,7.2
1498,16K498,16,Brooklyn High School For Law And Technology,Brooklyn High School for Law and Technology,Michael Prayor,HS,High School,1.69,A,72.1,72.4,34.5,B,13.9,B,11.5,A,7.5,B,A,0.17,0.65,0.72,7.6,7,7.3,7.7
1499,16K594,16,Gotham Professional Arts Academy,Gotham Professional Arts Academy,Alexander White,HS,High School,1.87,B,66.3,54.7,33.7,B,11.4,C,9.9,B,6.5,F,,0.12,1,0.85,7.3,7.3,7.8,8.1
1500,16K688,16,The Brooklyn Academy Of Global Finance,The Brooklyn Academy of Global Finance,Kavita Gupta,HS,High School,1.62,,,,,,,,,,,,,0.15,1,0.62,4.7,4.7,4.8,5.3
1501,17K122,17,Pathways In Technology Early College High School (,Pathways in Technology Early College High School (P-Tech),Rashid Davis,HS,High School,2.39,,,,,,,,,,,,,0.45,1,0.82,8,7.3,7.6,8.2
1502,17K408,17,Academy Of Hospitality And Tourism,Academy of Hospitality and Tourism,Adam Breier,HS,High School,1.72,C,57,26.6,24.4,D,11.9,B,5.8,F,7.7,B,D,0.59,0.78,0.77,6.1,6.6,6.8,7.3
1503,17K524,17,International High School At Prospect Heights,International High School at Prospect Heights,Nedda De Castro,HS,High School,2.04,A,76.3,81.6,43.7,A,6.8,F,13,A,8.7,A,B,0.37,0.88,0.84,8.2,7.3,7.8,8
1504,17K528,17,The High School For Global Citizenship,The High School for Global Citizenship,Michelle Rochon,HS,High School,1.79,C,48,11.3,19.4,F,13.6,B,7.6,C,3.3,C,C,0.25,1,0.63,6.7,6.6,6.5,6.9
1505,17K537,17,High School For Youth And Community Development At,High School for Youth and Community Development at Erasmus,Mary Prendergast,HS,High School,1.73,A,71.2,70.1,37.3,B,12.4,B,9.1,B,6.3,C,C,0.57,0.91,0.86,6.7,6.7,7.1,7.5
1506,17K539,17,High School For Service & Learning At Erasmus,High School for Service & Learning at Erasmus,Peter Fabianski,HS,High School,1.71,A,75.1,80,38.1,B,15.2,A,9.5,B,6.2,A,A,0.41,0.92,0.88,6.9,6.9,7.1,7.6
1507,17K544,17,International Arts Business School,International Arts Business School,Ms. Sheila Hanley,HS,High School,1.79,,,,,,,,,,,F,C,0.12,0.97,0.62,6.3,6.4,6.4,6.9
1508,17K546,17,High School For Public Service: Heroes Of Tomorrow,High School for Public Service: Heroes of Tomorrow,Ben Shuldiner,HS,High School,2.87,A,72.6,73.8,37.1,B,16.6,A,11.1,A,1.8,A,A,0.28,1,0.89,8.3,7.4,7.9,8.3
1509,17K547,17,Brooklyn Academy Of Science And The Environment,Brooklyn Academy of Science and the Environment,Veronica Peterson,HS,High School,2.28,C,52.9,18.6,27.2,C,10.5,C,6.4,D,3.7,B,A,0.24,0.86,0.76,6.6,6.4,6.4,7
1510,17K548,17,Brooklyn School For Music & Theatre,Brooklyn School for Music & Theatre,Pamela Randazzo-Dorcely,HS,High School,2.23,B,60.2,38.4,32.7,B,13.1,B,7.7,C,2.9,B,A,0.45,0.73,0.89,6.9,6.5,7,7.3
1511,17K600,17,Clara Barton High School,Clara Barton High School,Dr. Richard A. Forman,HS,High School,2.31,C,51.5,15.8,25.9,C,10.7,C,6.3,D,2.1,C,C,0.26,0.77,0.82,6.9,6.1,6.6,7
1512,17K625,17,Paul Robeson High School,Paul Robeson High School,Ronald Williams Wells,HS,High School,1.17,,,,,,,,,,,,C,0.11,0.75,0.47,6.7,5.9,6.3,6.5
1513,17K751,17,Academy For Health Careers,ACADEMY FOR HEALTH CAREERS,Deonne Martin,HS,High School,1.96,,,,,,,,,,,,,0.28,1,0.86,7.3,6.8,6.9,7.5
1514,18K563,18,It Takes A Village Academy,It Takes a Village Academy,Marina Vinitskaya,HS,High School,1.87,A,98.7,100,46.1,A,18.7,A,12.6,A,12.9,A,,0.46,1,0.86,7.5,7.3,7.8,8.2
1515,18K566,18,Brooklyn Generation School,Brooklyn Generation School,Lydia Colon Bomani,HS,High School,1.69,C,55.6,24,32.1,B,8.7,D,6.9,D,5.9,C,,0.16,0.88,0.52,6.9,6.7,6.7,7.2
1516,18K567,18,Brooklyn Theatre Arts High School,Brooklyn Theatre Arts High School,Amy Murphy,HS,High School,1.75,C,47.9,10.5,26,C,10.1,C,3.3,F,5.1,A,,0.12,0.87,0.82,5.7,5.4,5.8,6.1
1517,18K569,18,Kurt Hahn Expeditionary Learning School,Kurt Hahn Expeditionary Learning School,Matt Brown,HS,High School,1.79,A,72.4,73.2,33,B,15.2,A,10.1,B,6,C,,0.38,0.92,0.79,7.2,7.2,7.5,8
1518,18K576,18,Victory Collegiate High School,Victory Collegiate High School,Marcel D. Deans,HS,High School,1.93,A,76.8,83.6,36.6,B,18.9,A,11.4,A,4.9,A,,0.31,0.96,0.7,7.7,7.2,7.5,8
1519,18K589,18,Arts & Media Preparatory Academy,Arts & Media Preparatory Academy,Robert Hall,HS,High School,1.93,C,48.9,13,22.9,D,12,B,6.6,D,4.6,B,,0.3,0.86,0.64,7.3,6.5,6.7,7.1
1520,18K617,18,High School For Innovation In Advertising And Medi,High School for Innovation in Advertising and Media,Adaleza Michelena,HS,High School,1.82,C,51.6,16.1,26.7,C,10.1,C,7.8,C,2.3,,,0.38,0.76,0.76,7.3,6.8,7.2,7.5
1521,18K629,18,Cultural Academy For The Arts And Sciences,Cultural Academy for the Arts and Sciences,Diane Varano,HS,High School,1.79,B,67,57.5,32.8,B,13.4,B,10.4,B,4.2,,,0.14,0.88,0.85,7.6,7.1,7.4,7.7
1522,18K633,18,High School For Medical Professions,High School for Medical Professions,Joseph Scarmato,HS,High School,2.45,A,74.5,77.2,42.5,A,18.1,A,7.7,C,3.2,,,0.64,0.96,0.96,6.9,7,6.6,7.4
1523,18K637,18,Academy For Conservation And The Environment,Academy for Conservation and the Environment,Eugene Mazzola,HS,High School,1.69,C,48.7,12.7,27.7,C,8,D,7.3,C,4,,,0.41,1,0.86,6.8,6.8,6.8,7.1
